,mean_1,mean_2,variance_1,variance_2,score
0,1.1773097019025813,6.728546820316692,0.7464532253545223,0.9709681593611621,2.950601979677854
1,0.7627926853114524,5.898488592309973,0.8238666911588469,1.0869810712439354,2.236556663553909
2,0.6214803831978161,5.502356485158909,0.765435243081595,0.9622450833623728,1.7156885685212817
3,0.6122821281978161,5.502356485158909,0.7470660359932185,0.9622450833623728,1.7156885685212817
4,0.6122821281978161,5.502356485158909,0.7470660359932185,0.9622450833623728,1.7156885685212817
5,0.8104730636289126,6.154211201438761,0.8511043848388739,1.09451682005551,2.499815021494271
6,2.0465538574644127,6.681197998401469,1.1027277576353143,0.9268070949726751,2.8590920933741444
7,1.0549744855435954,5.902637108309973,1.1049065953382895,1.082542298047808,2.236266406357781
8,1.0578415750488654,6.215125504282559,1.017843634491048,1.1545493572726722,2.6207618615552315
9,0.7857722337095793,6.21594129203256,0.7189955744956494,1.1616059228567577,2.628634214889318
10,1.0578415750488654,6.215125504282559,1.017843634491048,1.1545493572726722,2.6207618615552315
11,1.0549265284893414,6.22008980803256,1.0145778640560683,1.1563150014714174,2.6274918095039776
12,1.056230219215532,6.215125504282559,1.019211999065378,1.1545493572726722,2.6207618615552315
13,1.044164874710262,5.902637108309973,1.0971592707681208,1.082542298047808,2.236266406357781
14,1.4598262919839313,6.727731032566693,0.9538665346937077,0.9629493338058533,2.941767366372546
15,0.4567424415246213,3.5260126360557353,1.166876289040276,1.968743949960477,0.7458435860162123
16,0.03051572960347986,2.995413939057901,0.883777843379353,1.5799911423556807,-0.17350791858641834
17,-0.04141552664285714,2.696816196305737,0.8401845221271728,1.6373136050575279,-0.4147831986367354
18,0.5110983741684701,3.664771958424785,1.1927917393688343,2.06135384237767,0.9772128008024552
19,0.5532225858351368,3.7399117149604986,1.2051256600724378,2.077798625665861,1.0687973406263591
20,0.49692558311688295,3.4329440858890705,1.1807677730939166,1.9773706833716176,0.6614017692606886
21,1.073259142253233,6.724861660576434,0.7364881356966266,0.9862997590685395,2.9622484196449737
22,1.1711778898261043,5.643626059503514,1.0413552754429711,1.7495579933083054,2.6442710528118196
23,1.0446654357526155,4.52521455374621,1.242281503933228,2.0479902707576443,1.8242918245038542
24,1.290930741337933,5.172753304162877,1.2200951264057651,1.6867965822249646,2.1106368863878417
25,1.290930741337933,5.145425469162879,1.2200951264057651,1.6831197122189063,2.0796321813817853
26,0.7573636797537879,4.31231070884145,1.2770744014792488,2.003631221091461,1.5670289299329108
27,0.5230762827322675,3.5897890560102828,1.164014451201467,1.9189757036291923,0.7598517596394752
28,0.7573636797537879,4.31231070884145,1.2770744014792488,2.003631221091461,1.5670289299329108
29,1.0479167052375933,6.941653793155074,0.5875404018985408,0.8501163701191411,3.042857163274215
30,1.117693926339338,7.128680668623012,0.5191314863689855,0.7734097211277853,3.1531773897507973
31,1.1127567131250524,7.116395922370848,0.5191275402056091,0.8005602178963213,3.1680431402671694
32,1.1105018055655287,7.1063226232875145,0.50776789099492,0.792615272743603,3.150024896031118
33,1.0355401384656355,6.784487654944082,0.412042105446951,0.8243201897038767,2.8598948446479584
34,0.9834509903266943,6.434835708852449,0.36297669518072695,0.7962194887007387,2.4821421975531877
35,1.1172798419851184,7.054244256221315,0.5026883276113445,0.8068948219768584,3.112226078198173
36,1.0326144544441231,6.981583365009333,0.5773798661465795,0.8168356058742465,3.0495059708835797
37,1.0102798123983792,6.551580483645742,0.46548074506362386,0.8175997409954477,2.6202672246411893
38,1.1329580132804273,6.947121846809522,0.5602283166448646,0.8116916300910872,3.0099004769006097
39,1.1627162496653485,6.687690850513888,0.6243309394492782,0.901086692372119,2.8398645428860068
40,1.1859126329961562,6.961538248318179,0.5867516136246771,0.866966279448964,3.0795915277671435
41,1.1996336595275974,7.192845592824312,0.5673736279129261,0.7655828151190607,3.209515407943372
42,1.140554657453678,6.879912282064392,0.5484235581527603,0.894994758136358,3.02599404020075
43,1.2106231893695385,6.5769205461608475,1.032037186554143,0.8825986623607363,2.7106062085215843
44,1.2106231893695385,6.5769205461608475,1.032037186554143,0.8825986623607363,2.7106062085215843
45,1.2106231893695385,6.5769205461608475,1.032037186554143,0.8825986623607363,2.7106062085215843
46,1.2106231893695385,6.5769205461608475,1.032037186554143,0.8825986623607363,2.7106062085215843
47,1.6366117553518615,6.559989733747968,1.2303637289479314,0.9203271788738949,2.7314039126218628
48,1.6366117553518615,6.559989733747968,1.2303637289479314,0.9203271788738949,2.7314039126218628
49,1.2106231893695385,6.5769205461608475,1.032037186554143,0.8825986623607363,2.7106062085215843
50,1.6366117553518615,6.559989733747968,1.2303637289479314,0.9203271788738949,2.7314039126218628
51,1.6366117553518615,6.559989733747968,1.2303637289479314,0.9203271788738949,2.7314039126218628
52,1.6366117553518615,6.559989733747968,1.2303637289479314,0.9203271788738949,2.7314039126218628
53,2.0809899751600325,6.498816753053526,1.2698632819169855,0.9716315471534046,2.7215353002069307
54,2.0809899751600325,6.498816753053526,1.2698632819169855,0.9716315471534046,2.7215353002069307
55,1.6550014091777094,6.531005285466404,1.2419576018933287,0.9446378414252091,2.7267301268916126
56,2.0809899751600325,6.498816753053526,1.2698632819169855,0.9716315471534046,2.7215353002069307
57,0.776455570786706,4.307984062959416,0.6719482608830257,1.7680059076578258,1.3270769706172416
58,0.6584661741200395,3.964368126330447,0.6540876890366917,1.6876722245965692,0.9031273509270159
59,0.6584661741200395,3.964368126330447,0.6540876890366917,1.6876722245965692,0.9031273509270159
60,0.6584661741200395,3.964368126330447,0.6540876890366917,1.6876722245965692,0.9031273509270159
61,0.8232575135246555,5.715458734659851,0.6561639506888319,1.87638872573642,2.842934460396271
62,0.923677794830211,6.192826246005999,0.6362718349358986,1.4304979667739193,2.8744112127799184
63,1.269689810188622,5.027086128681675,0.6902124779937501,1.6228177234752743,1.9009908521569496
64,0.9438833008691238,4.329616616130412,0.7428415992963772,1.7640046695689633,1.344708285699376
65,0.9915845448213589,5.762729272726682,0.7197805520992252,1.8204348237972126,2.8342510965238947
66,0.8769099420802111,5.753214061671757,0.641280891159832,1.860462615461595,2.864763677133352
